invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5pct,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,year,month,day,weekday,hour,timeOfDay,revenueRange
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.49,2019-02-12,10:25:00,Ewallet,234.75,4.76,11.7375,7.1,2019,February,12,Tuesday,10,Morning,Medium
252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,10,21.595,453.5,2019-02-07,16:48:00,Ewallet,431.9,4.76,21.595,8.2,2019,February,7,Thursday,16,Afternoon,Medium
829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38,10,35.69,749.49,2019-03-29,19:21:00,Cash,713.8,4.76,35.69,5.7,2019,March,29,Friday,19,Evening,High
299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28.116,590.44,2019-01-15,16:19:00,Cash,562.32,4.76,28.116,4.5,2019,January,15,Tuesday,16,Afternoon,High
656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93,7,24.1255,506.64,2019-03-11,11:03:00,Credit card,482.51,4.76,24.1255,4.6,2019,March,11,Monday,11,Morning,High
765-26-6951,A,Yangon,Normal,Male,Sports and travel,72.61,6,21.783,457.44,2019-01-01,10:39:00,Credit card,435.66,4.76,21.783,6.9,2019,January,1,Tuesday,10,Morning,Medium
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,172.21,2019-01-21,18:00:00,Credit card,164.01,4.76,8.2005,8.6,2019,January,21,Monday,18,Evening,Low
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,84.63,2019-03-11,15:30:00,Ewallet,80.6,4.76,4.03,4.4,2019,March,11,Monday,15,Afternoon,Low
300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,2019-02-25,11:24:00,Ewallet,430.2,4.76,21.51,4.8,2019,February,25,Monday,11,Morning,Medium
371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.197,277.14,2019-03-05,10:40:00,Ewallet,263.94,4.76,13.197,5.1,2019,March,5,Tuesday,10,Morning,Medium
273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,69.72,2019-03-15,12:20:00,Credit card,66.4,4.76,3.32,4.4,2019,March,15,Friday,12,Afternoon,Low
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2019-02-17,11:15:00,Ewallet,172.8,4.76,8.64,9.9,2019,February,17,Sunday,11,Morning,Low
549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,13.2945,279.18,2019-03-02,17:36:00,Ewallet,265.89,4.76,13.2945,6.0,2019,March,2,Saturday,17,Afternoon,Medium
227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.59,8,21.036,441.76,2019-03-22,19:20:00,Credit card,420.72,4.76,21.036,8.5,2019,March,22,Friday,19,Evening,Medium
649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.676,35.2,2019-02-08,15:31:00,Cash,33.52,4.76,1.676,6.7,2019,February,8,Friday,15,Afternoon,Low
189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.67,2,8.767,184.11,2019-03-10,12:17:00,Credit card,175.34,4.76,8.767,7.7,2019,March,10,Sunday,12,Afternoon,Low
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,2019-01-25,19:48:00,Cash,441.8,4.76,22.09,9.6,2019,January,25,Friday,19,Evening,Medium
848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89,9,11.2005,235.21,2019-03-15,15:36:00,Cash,224.01,4.76,11.2005,7.4,2019,March,15,Friday,15,Afternoon,Medium
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.5325,494.18,2019-02-25,19:39:00,Credit card,470.65,4.76,23.5325,4.8,2019,February,25,Monday,19,Evening,Medium
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.76,2019-01-28,12:43:00,Cash,702.63,4.76,35.1315,4.5,2019,January,28,Monday,12,Afternoon,High
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.512,703.75,2019-01-10,14:49:00,Cash,670.24,4.76,33.512,5.1,2019,January,10,Thursday,14,Afternoon,High
595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,202.82,2019-03-15,10:12:00,Credit card,193.16,4.76,9.658,5.1,2019,March,15,Friday,10,Morning,Medium
183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.56,2019-02-06,10:42:00,Ewallet,397.68,4.76,19.884,7.5,2019,February,6,Wednesday,10,Morning,Medium
232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.406,71.53,2019-01-07,12:28:00,Ewallet,68.12,4.76,3.406,6.8,2019,January,7,Monday,12,Afternoon,Low
129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62,5,15.655,328.76,2019-03-10,19:15:00,Ewallet,313.1,4.76,15.655,7.0,2019,March,10,Sunday,19,Evening,Medium
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.396,575.32,2019-01-15,17:17:00,Ewallet,547.92,4.76,27.396,4.7,2019,January,15,Tuesday,17,Afternoon,High
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21.968,461.33,2019-03-23,13:24:00,Ewallet,439.36,4.76,21.968,7.6,2019,March,23,Saturday,13,Afternoon,Medium
777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.048,253.01,2019-03-03,13:01:00,Cash,240.96,4.76,12.048,7.7,2019,March,3,Sunday,13,Afternoon,Medium
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.06,2019-01-17,18:45:00,Ewallet,86.72,4.76,4.336,7.9,2019,January,17,Thursday,18,Evening,Low
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,117.83,2019-02-02,10:11:00,Cash,112.22,4.76,5.611,6.3,2019,February,2,Saturday,10,Morning,Low
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.46,2019-02-08,13:03:00,Cash,414.72,4.76,20.736,5.6,2019,February,8,Friday,13,Afternoon,Medium
228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,2019-03-04,20:39:00,Cash,789.6,4.76,39.48,7.6,2019,March,4,Monday,20,Evening,High
617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.537,32.28,2019-03-16,19:47:00,Cash,30.74,4.76,1.537,7.2,2019,March,16,Saturday,19,Evening,Low
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.63,2019-03-09,18:00:00,Cash,375.84,4.76,18.792,9.5,2019,March,9,Saturday,18,Evening,Medium
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.72,2019-02-27,17:24:00,Credit card,510.21,4.76,25.5105,8.4,2019,February,27,Wednesday,17,Afternoon,High
727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.09,2019-02-06,15:47:00,Ewallet,180.09,4.76,9.0045,4.1,2019,February,6,Wednesday,15,Afternoon,Low
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.26,2019-02-10,12:45:00,Credit card,113.58,4.76,5.679,8.1,2019,February,10,Sunday,12,Afternoon,Low
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.62,2019-03-19,17:08:00,Ewallet,826.3,4.76,41.315,7.9,2019,March,19,Tuesday,17,Afternoon,High
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,2019-02-03,10:19:00,Cash,639.8,4.76,31.99,9.5,2019,February,3,Sunday,10,Morning,High
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.1,2019-02-10,15:10:00,Cash,222.95,4.76,11.1475,8.5,2019,February,10,Sunday,15,Afternoon,Medium
616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,3.574,75.05,2019-03-22,14:42:00,Ewallet,71.48,4.76,3.574,6.5,2019,March,22,Friday,14,Afternoon,Low
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.7715,16.2,2019-01-25,15:46:00,Credit card,15.43,4.76,0.7715,6.1,2019,January,25,Friday,15,Afternoon,Low
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.616,33.94,2019-03-07,11:49:00,Ewallet,32.32,4.76,1.616,6.5,2019,March,7,Thursday,11,Morning,Low
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.23,2019-02-28,19:01:00,Cash,687.84,4.76,34.392,8.2,2019,February,28,Thursday,19,Evening,High
106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34,2,4.434,93.11,2019-03-27,11:26:00,Cash,88.68,4.76,4.434,5.8,2019,March,27,Wednesday,11,Morning,Low
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2019-02-07,11:28:00,Ewallet,716.8,4.76,35.84,6.6,2019,February,7,Thursday,11,Morning,High
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.68,2019-01-20,15:55:00,Cash,723.5,4.76,36.175,5.4,2019,January,20,Sunday,15,Afternoon,High
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.84,2019-03-12,20:36:00,Cash,183.66,4.76,9.183,9.3,2019,March,12,Tuesday,20,Evening,Low
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.93,2019-02-15,17:47:00,Credit card,74.22,4.76,3.711,10.0,2019,February,15,Friday,17,Afternoon,Low
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,351.1,2019-02-24,10:55:00,Ewallet,334.38,4.76,16.719,7.0,2019,February,24,Sunday,10,Morning,Medium
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.41,2019-02-03,13:40:00,Ewallet,495.63,4.76,24.7815,10.0,2019,February,3,Sunday,13,Afternoon,High
199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81,10,7.905,166.0,2019-03-06,12:27:00,Credit card,158.1,4.76,7.905,8.6,2019,March,6,Wednesday,12,Afternoon,Low
853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,318.11,2019-02-14,14:35:00,Cash,302.96,4.76,15.148,7.6,2019,February,14,Thursday,14,Afternoon,Medium
877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.935,166.64,2019-03-13,16:40:00,Cash,158.7,4.76,7.935,5.8,2019,March,13,Wednesday,16,Afternoon,Low
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,70.29,2019-02-10,15:43:00,Ewallet,66.94,4.76,3.347,6.7,2019,February,10,Sunday,15,Afternoon,Low
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,29.283,614.94,2019-01-07,15:01:00,Ewallet,585.66,4.76,29.283,9.9,2019,January,7,Monday,15,Afternoon,High
232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,10,39.385,827.08,2019-01-24,10:04:00,Cash,787.7,4.76,39.385,6.4,2019,January,24,Thursday,10,Morning,High
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.25,2019-02-02,18:50:00,Cash,18.33,4.76,0.9165,4.3,2019,February,2,Saturday,18,Evening,Low
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,2019-01-06,12:46:00,Credit card,894.8,4.76,44.74,9.6,2019,January,6,Sunday,12,Afternoon,High
796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2019-02-11,16:19:00,Cash,621.2,4.76,31.06,5.9,2019,February,11,Monday,16,Afternoon,High
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.84,2019-03-05,18:17:00,Ewallet,145.56,4.76,7.278,4.0,2019,March,5,Tuesday,18,Evening,Low
841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,22.773,478.23,2019-03-09,18:21:00,Cash,455.46,4.76,22.773,8.7,2019,March,9,Saturday,18,Evening,Medium
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.63,2019-01-22,10:55:00,Ewallet,672.03,4.76,33.6015,9.4,2019,January,22,Tuesday,10,Morning,High
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.825,437.32,2019-01-13,17:04:00,Credit card,416.5,4.76,20.825,5.4,2019,January,13,Sunday,17,Afternoon,Medium
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,22.068,463.43,2019-01-09,14:20:00,Credit card,441.36,4.76,22.068,8.6,2019,January,9,Wednesday,14,Afternoon,Medium
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.09,2019-01-12,15:48:00,Credit card,180.09,4.76,9.0045,5.7,2019,January,12,Saturday,15,Afternoon,Low
829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.26,2019-03-05,16:24:00,Ewallet,783.1,4.76,39.155,6.6,2019,March,5,Tuesday,16,Afternoon,High
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,107.0,2019-01-22,18:56:00,Cash,101.9,4.76,5.095,6.0,2019,January,22,Tuesday,18,Evening,Low
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,624.9,2019-01-21,14:42:00,Credit card,595.14,4.76,29.757,5.5,2019,January,21,Monday,14,Afternoon,High
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.54,2019-01-26,19:56:00,Ewallet,290.04,4.76,14.502,6.4,2019,January,26,Saturday,19,Evening,Medium
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,2019-01-23,18:37:00,Ewallet,154.0,4.76,7.7,6.6,2019,January,23,Wednesday,18,Evening,Low
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.51,2019-02-23,18:45:00,Credit card,321.44,4.76,16.072,8.3,2019,February,23,Saturday,18,Evening,Medium
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.78,2019-03-09,10:17:00,Cash,244.55,4.76,12.2275,6.6,2019,March,9,Saturday,10,Morning,Medium
730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,7,29.071,610.49,2019-03-05,14:31:00,Ewallet,581.42,4.76,29.071,4.0,2019,March,5,Tuesday,14,Afternoon,High
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,2019-03-25,10:23:00,Cash,382.6,4.76,19.13,9.9,2019,March,25,Monday,10,Morning,Medium
633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38,7,17.283,362.94,2019-03-27,20:35:00,Credit card,345.66,4.76,17.283,7.3,2019,March,27,Wednesday,20,Evening,Medium
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,44.59,2019-01-02,16:57:00,Cash,42.47,4.76,2.1235,5.7,2019,January,2,Wednesday,16,Afternoon,Low
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.04,2019-02-27,17:55:00,Cash,461.94,4.76,23.097,6.1,2019,February,27,Wednesday,17,Afternoon,Medium
565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,199.0,2019-01-23,10:25:00,Cash,189.52,4.76,9.476,7.1,2019,January,23,Wednesday,10,Morning,Low
225-32-0908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,22.43,471.03,2019-01-26,19:54:00,Ewallet,448.6,4.76,22.43,8.2,2019,January,26,Saturday,19,Evening,Medium
873-51-0671,A,Yangon,Member,Female,Sports and travel,21.98,7,7.693,161.55,2019-01-10,16:42:00,Ewallet,153.86,4.76,7.693,5.1,2019,January,10,Thursday,16,Afternoon,Low
152-08-9985,B,Mandalay,Member,Male,Health and beauty,64.36,9,28.962,608.2,2019-03-12,12:09:00,Credit card,579.24,4.76,28.962,8.6,2019,March,12,Tuesday,12,Afternoon,High
512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875,94.24,2019-02-06,20:05:00,Credit card,89.75,4.76,4.4875,6.6,2019,February,6,Wednesday,20,Evening,Low
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.858,102.02,2019-03-08,20:38:00,Ewallet,97.16,4.76,4.858,7.2,2019,March,8,Friday,20,Evening,Low
766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87,10,43.935,922.64,2019-03-29,10:25:00,Ewallet,878.7,4.76,43.935,5.1,2019,March,29,Friday,10,Morning,High
871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,3.735,78.44,2019-02-09,13:11:00,Cash,74.7,4.76,3.735,4.1,2019,February,9,Saturday,13,Afternoon,Low
865-92-6136,A,Yangon,Normal,Male,Food and beverages,52.75,3,7.9125,166.16,2019-03-23,10:16:00,Ewallet,158.25,4.76,7.9125,9.3,2019,March,23,Saturday,10,Morning,Low
733-01-9107,B,Mandalay,Normal,Male,Home and lifestyle,82.7,6,24.81,521.01,2019-03-05,18:14:00,Cash,496.2,4.76,24.81,7.4,2019,March,5,Tuesday,18,Evening,High
163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.71,1,2.4355,51.15,2019-03-26,19:20:00,Cash,48.71,4.76,2.4355,4.1,2019,March,26,Tuesday,19,Evening,Low
189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55,9,35.3475,742.3,2019-03-01,13:22:00,Cash,706.95,4.76,35.3475,7.2,2019,March,1,Friday,13,Afternoon,High
551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.01,2019-02-01,11:27:00,Cash,207.63,4.76,10.3815,4.9,2019,February,1,Friday,11,Morning,Medium
212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.26,6,17.478,367.04,2019-03-28,16:44:00,Cash,349.56,4.76,17.478,9.9,2019,March,28,Thursday,16,Afternoon,Medium
716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,10.6225,223.07,2019-03-19,18:19:00,Cash,212.45,4.76,10.6225,8.0,2019,March,19,Tuesday,18,Evening,Medium
704-48-3927,A,Yangon,Member,Male,Electronic accessories,88.67,10,44.335,931.04,2019-01-12,14:50:00,Ewallet,886.7,4.76,44.335,7.3,2019,January,12,Saturday,14,Afternoon,High
628-34-3388,C,Naypyitaw,Normal,Male,Fashion accessories,27.38,6,8.214,172.49,2019-01-05,20:54:00,Credit card,164.28,4.76,8.214,7.9,2019,January,5,Saturday,20,Evening,Low
630-74-5166,A,Yangon,Normal,Male,Sports and travel,62.13,6,18.639,391.42,2019-03-22,20:19:00,Cash,372.78,4.76,18.639,7.4,2019,March,22,Friday,20,Evening,Medium
588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,33.98,9,15.291,321.11,2019-03-24,10:43:00,Cash,305.82,4.76,15.291,4.2,2019,March,24,Sunday,10,Morning,Medium
861-77-0145,C,Naypyitaw,Member,Male,Electronic accessories,81.97,10,40.985,860.68,2019-03-03,14:30:00,Cash,819.7,4.76,40.985,9.2,2019,March,3,Sunday,14,Afternoon,High
479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.63,2019-02-05,11:32:00,Ewallet,32.98,4.76,1.649,4.6,2019,February,5,Tuesday,11,Morning,Low
210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.36,2019-02-05,10:41:00,Credit card,294.63,4.76,14.7315,7.8,2019,February,5,Tuesday,10,Morning,Medium
227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.494,535.37,2019-02-15,12:44:00,Cash,509.88,4.76,25.494,8.4,2019,February,15,Friday,12,Afternoon,High
645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.1315,548.76,2019-01-19,20:07:00,Ewallet,522.63,4.76,26.1315,4.3,2019,January,19,Saturday,20,Evening,High
237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.47,2019-02-01,20:31:00,Credit card,727.11,4.76,36.3555,9.5,2019,February,1,Friday,20,Evening,High
225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,27.02,3,4.053,85.11,2019-03-02,13:01:00,Credit card,81.06,4.76,4.053,7.1,2019,March,2,Saturday,13,Afternoon,Low
291-32-1427,B,Mandalay,Member,Male,Fashion accessories,21.94,5,5.485,115.18,2019-03-05,12:29:00,Ewallet,109.7,4.76,5.485,5.3,2019,March,5,Tuesday,12,Afternoon,Low
659-65-8956,B,Mandalay,Member,Male,Fashion accessories,51.36,1,2.568,53.93,2019-01-16,15:26:00,Ewallet,51.36,4.76,2.568,5.2,2019,January,16,Wednesday,15,Afternoon,Low
642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96,10,5.48,115.08,2019-02-02,20:48:00,Ewallet,109.6,4.76,5.48,6.0,2019,February,2,Saturday,20,Evening,Low
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.344,112.22,2019-01-20,20:38:00,Ewallet,106.88,4.76,5.344,4.1,2019,January,20,Sunday,20,Evening,Low
638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.824,836.3,2019-02-14,17:03:00,Credit card,796.48,4.76,39.824,5.2,2019,February,14,Thursday,17,Afternoon,High
659-36-1684,C,Naypyitaw,Member,Male,Sports and travel,57.12,7,19.992,419.83,2019-01-12,12:02:00,Credit card,399.84,4.76,19.992,6.5,2019,January,12,Saturday,12,Afternoon,Medium
219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96,9,44.982,944.62,2019-03-09,17:26:00,Credit card,899.64,4.76,44.982,4.2,2019,March,9,Saturday,17,Afternoon,High
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.564,536.84,2019-03-13,19:52:00,Credit card,511.28,4.76,25.564,4.6,2019,March,13,Wednesday,19,Evening,High
268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.35,2019-03-09,14:57:00,Ewallet,451.76,4.76,22.588,7.3,2019,March,9,Saturday,14,Afternoon,Medium
668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.62,2019-03-10,18:44:00,Credit card,655.83,4.76,32.7915,4.5,2019,March,10,Sunday,18,Evening,High
870-54-3162,A,Yangon,Normal,Female,Sports and travel,32.25,5,8.0625,169.31,2019-01-27,13:26:00,Cash,161.25,4.76,8.0625,9.0,2019,January,27,Sunday,13,Afternoon,Low
189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,31.73,9,14.2785,299.85,2019-01-08,16:17:00,Credit card,285.57,4.76,14.2785,5.9,2019,January,8,Tuesday,16,Afternoon,Medium
663-86-9076,C,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.416,575.74,2019-01-08,15:57:00,Ewallet,548.32,4.76,27.416,8.5,2019,January,8,Tuesday,15,Afternoon,High
549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.626,853.15,2019-02-08,11:15:00,Ewallet,812.52,4.76,40.626,7.2,2019,February,8,Friday,11,Morning,High
191-10-6171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.21,2019-01-25,13:18:00,Cash,277.34,4.76,13.867,7.5,2019,January,25,Friday,13,Afternoon,Medium
802-70-5316,A,Yangon,Member,Female,Sports and travel,92.13,6,27.639,580.42,2019-03-06,20:34:00,Cash,552.78,4.76,27.639,8.3,2019,March,6,Wednesday,20,Evening,High
695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.33,2019-02-10,18:36:00,Cash,139.36,4.76,6.968,7.4,2019,February,10,Sunday,18,Evening,Low
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.93,2019-02-17,14:40:00,Credit card,524.7,4.76,26.235,8.8,2019,February,17,Sunday,14,Afternoon,High
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,2019-03-08,16:43:00,Ewallet,487.8,4.76,24.39,5.3,2019,March,8,Friday,16,Afternoon,High
597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.533,284.19,2019-02-18,19:39:00,Cash,270.66,4.76,13.533,6.2,2019,February,18,Monday,19,Evening,Medium
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.13,2019-01-18,20:59:00,Credit card,131.55,4.76,6.5775,8.8,2019,January,18,Friday,20,Evening,Low
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.85,2019-02-18,15:39:00,Cash,206.52,4.76,10.326,9.8,2019,February,18,Monday,15,Afternoon,Medium
